evaluation_seed,window_index,history_start_window,truth_regime,family,prediction,p_normal,p_burst,p_leakage,p_calibration_shift,deployable_trace_sha256,truth_trace_sha256
20261231,7,0,leakage,causal_tcn,burst,0.1027105315885721,0.4942616737475997,0.1604551232781484,0.24257267138567973,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,8,1,calibration_shift,causal_tcn,calibration_shift,0.05236003681231348,0.2319144256126417,0.02112988099911859,0.6945956565759263,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,9,2,calibration_shift,causal_tcn,calibration_shift,0.04603640954919395,0.1663455241847639,0.011834515799865646,0.7757835504661766,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,10,3,calibration_shift,causal_tcn,calibration_shift,0.010061500478771773,0.12053512869528028,0.0016483482899180136,0.8677550225360299,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,11,4,calibration_shift,causal_tcn,calibration_shift,0.009002177720037426,0.03412749248003326,0.0003613136707566185,0.9565090161291728,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,12,5,calibration_shift,causal_tcn,calibration_shift,0.004403645840390488,0.030832127050070934,0.0004184666141111249,0.9643457604954275,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,13,6,calibration_shift,causal_tcn,calibration_shift,0.00804207812624015,0.031089728188475715,0.0005475969720413937,0.9603205967132428,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,14,7,calibration_shift,causal_tcn,calibration_shift,0.00773896174332764,0.0868688141222933,0.002645633199774789,0.9027465909346043,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,15,8,calibration_shift,causal_tcn,calibration_shift,0.006272245078196584,0.06852736295970026,0.0012071502132622244,0.923993241748841,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,16,9,calibration_shift,causal_tcn,calibration_shift,0.03317053366676973,0.07647434264168788,0.005016764806578197,0.8853383588849641,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,17,10,calibration_shift,causal_tcn,calibration_shift,0.032341049961059215,0.3550480266415047,0.04479177860003759,0.5678191447973985,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,18,11,calibration_shift,causal_tcn,calibration_shift,0.026250085004677935,0.4429301963360162,0.03259652700854836,0.49822319165075746,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,19,12,calibration_shift,causal_tcn,calibration_shift,0.013052956808882722,0.24451014593419096,0.0075163932486280016,0.7349205040082983,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,20,13,calibration_shift,causal_tcn,calibration_shift,0.00273007833100321,0.18214197108353172,0.0016063099019671325,0.813521640683498,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,21,14,calibration_shift,causal_tcn,calibration_shift,0.0027730810394812413,0.3002216985661777,0.0032251248083383114,0.6937800955860028,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,22,15,calibration_shift,causal_tcn,calibration_shift,0.0016110027335918455,0.24914879450439362,0.0016546132757405967,0.7475855894862738,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,23,16,calibration_shift,causal_tcn,calibration_shift,0.0029305028205780545,0.287413029309609,0.00630606965083976,0.7033503982189732,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,24,17,calibration_shift,causal_tcn,calibration_shift,0.0012589009737642572,0.07263930691358378,0.0001879698768094552,0.9259138222358425,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,25,18,normal,causal_tcn,calibration_shift,0.025969441443074427,0.02370761585677805,0.001370747969202379,0.9489521947309453,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,26,19,normal,causal_tcn,calibration_shift,0.2295018632488587,0.0061595126775316564,0.00021977168331695465,0.7641188523902926,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,27,20,normal,causal_tcn,normal,0.9711992768907769,0.00022327346520982218,5.1484189821336327e-05,0.028525965454192177,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,28,21,normal,causal_tcn,normal,0.9819001964326517,0.0020220615414144917,0.0005334858026900679,0.015544256223243928,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,29,22,normal,causal_tcn,normal,0.9917908523227683,0.0016811058423467857,0.001004586413082258,0.005523455421802455,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,30,23,normal,causal_tcn,normal,0.9977641876016882,0.00046312717157586845,0.0011748913898918286,0.000597793836844197,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,31,24,normal,causal_tcn,normal,0.9889911502323067,0.002876161484803142,0.006182145798253364,0.0019505424846368866,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,32,25,normal,causal_tcn,normal,0.9831299994434095,0.007966998301886685,0.007005161939372733,0.0018978403153309573,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
20261231,33,26,normal,causal_tcn,normal,0.9923310887733569,0.002517549310743275,0.0006178506471754198,0.004533511268724213,56babf9306923960eb6a75a4d648d1755e0529a558e7893bd96204a14562d97f,cb62ae3379c98301c36455d7400860b53b21fe0194272ad31809731a511d514b
