row_type,family,seed,injected_rate,metric,value,ci_low,ci_high,status_or_scope,trace_sha256,source_task
parent_artifact,,,,docs/t2_2_2_protocol_ancilla_validation.json,a70bd1772d46f1c7c7c7f1c7bbc919bedd2a5967812d3b2d09e4f4de584c3b1a,,,True,,T2.2.2
parent_artifact,,,,docs/t5_1_2_mixed_scenario_matrix.json,0f0337527d56485100de967ff1ff475993e8472d875d033aff01558f3d35918d,,,True,,T5.1.2
parent_artifact,,,,docs/t5_1_6_experimental_feasibility.json,1dacc4344cf7790ee3447f7d841369e2c43a560b8302f8feb340a479a181b090,,,True,,T5.1.6
parent_artifact,,,,docs/t5_2_1_displacement_large_error_causal.json,4fe53738645b3f31194f25bb65b683a08cfbdefc2d87d73880c77d0e69d18ae5,,,True,,T5.2.1
implementation_binding,,,,cnn_fpga/benchmark/ancilla_readout_causal.py,f9c3ed8d554e718d418446b32f6f0b54f9708b36252505ce58ddd36602828a23,,,current,,T5.2.2
implementation_binding,,,,physics/protocol_ancilla_errors.py,2497b9a2a153a37c9c3d19c5c7b52b4424e28e12c623526630ac8c34f355afee,,,current,,T5.2.2
implementation_binding,,,,physics/sbs_observation_reset.py,d4d08b4c93ec8e2c372292a6e65f756aa6f15605238d10d8dcb5655fe0a69a6e,,,current,,T5.2.2
primary_source_anchor,,,,line:1121:phase_flip_protocol_direction,QEC circuit is fault-tolerant with respect to ancilla phase flips,,,exact_line_fragment,,Sivak2023
primary_source_anchor,,,,line:1157:big_cd_bit_flip_logical_path,generate a logical error. This mechanism accounts,,,exact_line_fragment,,Sivak2023
primary_source_anchor,,,,line:1157:readout_virtual_rotation_path,misclassification of the ancilla state generates rotational errors,,,exact_line_fragment,,Sivak2023
primary_source_anchor,,,,line:1159:independent_noise_injection_design,selectively increase the transmon phase-flip rate,,,exact_line_fragment,,Sivak2023
primary_source_anchor,,,,line:1165:qualitative_sensitivity_direction_not_numeric_reproduction_target,phase flips is 65 times smaller than to bit flips,,,exact_line_fragment,,Sivak2023
channel_intervention,ancilla_bit_flip,202607162201,0.0,channel_spec_sha256,77874708a78b1017463846580518918dfdde613b68b78e40daf27aa27054fde5,,,exactly_one_registered_channel_changes,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.0,bit_event_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.0,bit_outcome_toggle_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.0,logical_backaction_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.0,phase_event_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.0,phase_nonzero_backaction_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.0,mean_abs_continuous_backaction_x,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.0,phase_z_basis_outcome_toggle_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.0,readout_misclassification_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.0,nonzero_virtual_rotation_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.0,mean_abs_virtual_rotation_rad,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.0,faulted_label_change_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
channel_intervention,ancilla_bit_flip,202607162201,0.005,channel_spec_sha256,f82ce8feba2f8de2e421f6996f68e0c409ad98bb47217b616fba80f1fb90f01d,,,exactly_one_registered_channel_changes,9fdf08795714b73f27d2902767bba793306ff9995b71ac61790bff11887ab5d3,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.005,bit_event_rate,0.004150390625,,,simulator_evaluator_truth,9fdf08795714b73f27d2902767bba793306ff9995b71ac61790bff11887ab5d3,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.005,bit_outcome_toggle_rate,0.004150390625,,,simulator_evaluator_truth,9fdf08795714b73f27d2902767bba793306ff9995b71ac61790bff11887ab5d3,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.005,logical_backaction_rate,0.00146484375,,,simulator_evaluator_truth,9fdf08795714b73f27d2902767bba793306ff9995b71ac61790bff11887ab5d3,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.005,phase_event_rate,0.0,,,simulator_evaluator_truth,9fdf08795714b73f27d2902767bba793306ff9995b71ac61790bff11887ab5d3,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.005,phase_nonzero_backaction_rate,0.0,,,simulator_evaluator_truth,9fdf08795714b73f27d2902767bba793306ff9995b71ac61790bff11887ab5d3,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.005,mean_abs_continuous_backaction_x,0.0,,,simulator_evaluator_truth,9fdf08795714b73f27d2902767bba793306ff9995b71ac61790bff11887ab5d3,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.005,phase_z_basis_outcome_toggle_rate,0.0,,,simulator_evaluator_truth,9fdf08795714b73f27d2902767bba793306ff9995b71ac61790bff11887ab5d3,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.005,readout_misclassification_rate,0.0,,,simulator_evaluator_truth,9fdf08795714b73f27d2902767bba793306ff9995b71ac61790bff11887ab5d3,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.005,nonzero_virtual_rotation_rate,0.0,,,simulator_evaluator_truth,9fdf08795714b73f27d2902767bba793306ff9995b71ac61790bff11887ab5d3,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.005,mean_abs_virtual_rotation_rad,0.0,,,simulator_evaluator_truth,9fdf08795714b73f27d2902767bba793306ff9995b71ac61790bff11887ab5d3,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.005,faulted_label_change_rate,0.004150390625,,,simulator_evaluator_truth,9fdf08795714b73f27d2902767bba793306ff9995b71ac61790bff11887ab5d3,T5.2.2
channel_intervention,ancilla_bit_flip,202607162201,0.01,channel_spec_sha256,a319d689e3567b273ecd77e45131953b2ae1fe9b43fc9c12230414e7039dc5f4,,,exactly_one_registered_channel_changes,300fa68a06a89c50245aa9206d529f4577b0a323770651298af0530fee12c253,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.01,bit_event_rate,0.0068359375,,,simulator_evaluator_truth,300fa68a06a89c50245aa9206d529f4577b0a323770651298af0530fee12c253,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.01,bit_outcome_toggle_rate,0.0068359375,,,simulator_evaluator_truth,300fa68a06a89c50245aa9206d529f4577b0a323770651298af0530fee12c253,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.01,logical_backaction_rate,0.002197265625,,,simulator_evaluator_truth,300fa68a06a89c50245aa9206d529f4577b0a323770651298af0530fee12c253,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.01,phase_event_rate,0.0,,,simulator_evaluator_truth,300fa68a06a89c50245aa9206d529f4577b0a323770651298af0530fee12c253,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.01,phase_nonzero_backaction_rate,0.0,,,simulator_evaluator_truth,300fa68a06a89c50245aa9206d529f4577b0a323770651298af0530fee12c253,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.01,mean_abs_continuous_backaction_x,0.0,,,simulator_evaluator_truth,300fa68a06a89c50245aa9206d529f4577b0a323770651298af0530fee12c253,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.01,phase_z_basis_outcome_toggle_rate,0.0,,,simulator_evaluator_truth,300fa68a06a89c50245aa9206d529f4577b0a323770651298af0530fee12c253,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.01,readout_misclassification_rate,0.0,,,simulator_evaluator_truth,300fa68a06a89c50245aa9206d529f4577b0a323770651298af0530fee12c253,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.01,nonzero_virtual_rotation_rate,0.0,,,simulator_evaluator_truth,300fa68a06a89c50245aa9206d529f4577b0a323770651298af0530fee12c253,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.01,mean_abs_virtual_rotation_rad,0.0,,,simulator_evaluator_truth,300fa68a06a89c50245aa9206d529f4577b0a323770651298af0530fee12c253,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.01,faulted_label_change_rate,0.0068359375,,,simulator_evaluator_truth,300fa68a06a89c50245aa9206d529f4577b0a323770651298af0530fee12c253,T5.2.2
channel_intervention,ancilla_bit_flip,202607162201,0.02,channel_spec_sha256,be82407b80ac979fa131e8fbfe97d933cc08bbccd79c167e3501580934597e28,,,exactly_one_registered_channel_changes,2ea8fe1921b749153b0399747dfb5d4b83790aabfd917438318d064b9412ea38,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.02,bit_event_rate,0.015625,,,simulator_evaluator_truth,2ea8fe1921b749153b0399747dfb5d4b83790aabfd917438318d064b9412ea38,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.02,bit_outcome_toggle_rate,0.015625,,,simulator_evaluator_truth,2ea8fe1921b749153b0399747dfb5d4b83790aabfd917438318d064b9412ea38,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.02,logical_backaction_rate,0.0068359375,,,simulator_evaluator_truth,2ea8fe1921b749153b0399747dfb5d4b83790aabfd917438318d064b9412ea38,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.02,phase_event_rate,0.0,,,simulator_evaluator_truth,2ea8fe1921b749153b0399747dfb5d4b83790aabfd917438318d064b9412ea38,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.02,phase_nonzero_backaction_rate,0.0,,,simulator_evaluator_truth,2ea8fe1921b749153b0399747dfb5d4b83790aabfd917438318d064b9412ea38,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.02,mean_abs_continuous_backaction_x,0.0,,,simulator_evaluator_truth,2ea8fe1921b749153b0399747dfb5d4b83790aabfd917438318d064b9412ea38,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.02,phase_z_basis_outcome_toggle_rate,0.0,,,simulator_evaluator_truth,2ea8fe1921b749153b0399747dfb5d4b83790aabfd917438318d064b9412ea38,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.02,readout_misclassification_rate,0.0,,,simulator_evaluator_truth,2ea8fe1921b749153b0399747dfb5d4b83790aabfd917438318d064b9412ea38,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.02,nonzero_virtual_rotation_rate,0.0,,,simulator_evaluator_truth,2ea8fe1921b749153b0399747dfb5d4b83790aabfd917438318d064b9412ea38,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.02,mean_abs_virtual_rotation_rad,0.0,,,simulator_evaluator_truth,2ea8fe1921b749153b0399747dfb5d4b83790aabfd917438318d064b9412ea38,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.02,faulted_label_change_rate,0.015625,,,simulator_evaluator_truth,2ea8fe1921b749153b0399747dfb5d4b83790aabfd917438318d064b9412ea38,T5.2.2
channel_intervention,ancilla_bit_flip,202607162201,0.04,channel_spec_sha256,9e92a115f144b95dfe799f0fbc2629ed613b86f5a137d881d251fde531dba539,,,exactly_one_registered_channel_changes,a9bb102833d90a48a6cf7e5d76c51b8ee1cde2f772b6043a62791c49041c7344,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.04,bit_event_rate,0.03857421875,,,simulator_evaluator_truth,a9bb102833d90a48a6cf7e5d76c51b8ee1cde2f772b6043a62791c49041c7344,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.04,bit_outcome_toggle_rate,0.03857421875,,,simulator_evaluator_truth,a9bb102833d90a48a6cf7e5d76c51b8ee1cde2f772b6043a62791c49041c7344,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.04,logical_backaction_rate,0.01904296875,,,simulator_evaluator_truth,a9bb102833d90a48a6cf7e5d76c51b8ee1cde2f772b6043a62791c49041c7344,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.04,phase_event_rate,0.0,,,simulator_evaluator_truth,a9bb102833d90a48a6cf7e5d76c51b8ee1cde2f772b6043a62791c49041c7344,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.04,phase_nonzero_backaction_rate,0.0,,,simulator_evaluator_truth,a9bb102833d90a48a6cf7e5d76c51b8ee1cde2f772b6043a62791c49041c7344,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.04,mean_abs_continuous_backaction_x,0.0,,,simulator_evaluator_truth,a9bb102833d90a48a6cf7e5d76c51b8ee1cde2f772b6043a62791c49041c7344,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.04,phase_z_basis_outcome_toggle_rate,0.0,,,simulator_evaluator_truth,a9bb102833d90a48a6cf7e5d76c51b8ee1cde2f772b6043a62791c49041c7344,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.04,readout_misclassification_rate,0.0,,,simulator_evaluator_truth,a9bb102833d90a48a6cf7e5d76c51b8ee1cde2f772b6043a62791c49041c7344,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.04,nonzero_virtual_rotation_rate,0.0,,,simulator_evaluator_truth,a9bb102833d90a48a6cf7e5d76c51b8ee1cde2f772b6043a62791c49041c7344,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.04,mean_abs_virtual_rotation_rad,0.0,,,simulator_evaluator_truth,a9bb102833d90a48a6cf7e5d76c51b8ee1cde2f772b6043a62791c49041c7344,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.04,faulted_label_change_rate,0.03857421875,,,simulator_evaluator_truth,a9bb102833d90a48a6cf7e5d76c51b8ee1cde2f772b6043a62791c49041c7344,T5.2.2
channel_intervention,ancilla_bit_flip,202607162201,0.08,channel_spec_sha256,20967b914b399f8e47b8781367dc1e3e40d34936d4e7f60bd252d4f21f392e78,,,exactly_one_registered_channel_changes,caca4963e4c5ac5f78bb395659a799eb2ccdce80d4d4dbfa4b0e3672526efd49,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.08,bit_event_rate,0.081298828125,,,simulator_evaluator_truth,caca4963e4c5ac5f78bb395659a799eb2ccdce80d4d4dbfa4b0e3672526efd49,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.08,bit_outcome_toggle_rate,0.081298828125,,,simulator_evaluator_truth,caca4963e4c5ac5f78bb395659a799eb2ccdce80d4d4dbfa4b0e3672526efd49,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.08,logical_backaction_rate,0.038330078125,,,simulator_evaluator_truth,caca4963e4c5ac5f78bb395659a799eb2ccdce80d4d4dbfa4b0e3672526efd49,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.08,phase_event_rate,0.0,,,simulator_evaluator_truth,caca4963e4c5ac5f78bb395659a799eb2ccdce80d4d4dbfa4b0e3672526efd49,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.08,phase_nonzero_backaction_rate,0.0,,,simulator_evaluator_truth,caca4963e4c5ac5f78bb395659a799eb2ccdce80d4d4dbfa4b0e3672526efd49,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.08,mean_abs_continuous_backaction_x,0.0,,,simulator_evaluator_truth,caca4963e4c5ac5f78bb395659a799eb2ccdce80d4d4dbfa4b0e3672526efd49,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.08,phase_z_basis_outcome_toggle_rate,0.0,,,simulator_evaluator_truth,caca4963e4c5ac5f78bb395659a799eb2ccdce80d4d4dbfa4b0e3672526efd49,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.08,readout_misclassification_rate,0.0,,,simulator_evaluator_truth,caca4963e4c5ac5f78bb395659a799eb2ccdce80d4d4dbfa4b0e3672526efd49,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.08,nonzero_virtual_rotation_rate,0.0,,,simulator_evaluator_truth,caca4963e4c5ac5f78bb395659a799eb2ccdce80d4d4dbfa4b0e3672526efd49,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.08,mean_abs_virtual_rotation_rad,0.0,,,simulator_evaluator_truth,caca4963e4c5ac5f78bb395659a799eb2ccdce80d4d4dbfa4b0e3672526efd49,T5.2.2
seed_metric,ancilla_bit_flip,202607162201,0.08,faulted_label_change_rate,0.081298828125,,,simulator_evaluator_truth,caca4963e4c5ac5f78bb395659a799eb2ccdce80d4d4dbfa4b0e3672526efd49,T5.2.2
channel_intervention,ancilla_bit_flip,202607162202,0.0,channel_spec_sha256,77874708a78b1017463846580518918dfdde613b68b78e40daf27aa27054fde5,,,exactly_one_registered_channel_changes,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.0,bit_event_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.0,bit_outcome_toggle_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.0,logical_backaction_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.0,phase_event_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.0,phase_nonzero_backaction_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.0,mean_abs_continuous_backaction_x,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.0,phase_z_basis_outcome_toggle_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.0,readout_misclassification_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.0,nonzero_virtual_rotation_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.0,mean_abs_virtual_rotation_rad,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.0,faulted_label_change_rate,0.0,,,simulator_evaluator_truth,d870fe4e5b8b8c93c34154083c03d0b7f9dedc1d783ab4d086999e9e52033e17,T5.2.2
channel_intervention,ancilla_bit_flip,202607162202,0.005,channel_spec_sha256,f82ce8feba2f8de2e421f6996f68e0c409ad98bb47217b616fba80f1fb90f01d,,,exactly_one_registered_channel_changes,a3c1db6de2188a98c9c285eed0ddf69671a8245065f497a8d6a538c864a1b697,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.005,bit_event_rate,0.004150390625,,,simulator_evaluator_truth,a3c1db6de2188a98c9c285eed0ddf69671a8245065f497a8d6a538c864a1b697,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.005,bit_outcome_toggle_rate,0.004150390625,,,simulator_evaluator_truth,a3c1db6de2188a98c9c285eed0ddf69671a8245065f497a8d6a538c864a1b697,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.005,logical_backaction_rate,0.00146484375,,,simulator_evaluator_truth,a3c1db6de2188a98c9c285eed0ddf69671a8245065f497a8d6a538c864a1b697,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.005,phase_event_rate,0.0,,,simulator_evaluator_truth,a3c1db6de2188a98c9c285eed0ddf69671a8245065f497a8d6a538c864a1b697,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.005,phase_nonzero_backaction_rate,0.0,,,simulator_evaluator_truth,a3c1db6de2188a98c9c285eed0ddf69671a8245065f497a8d6a538c864a1b697,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.005,mean_abs_continuous_backaction_x,0.0,,,simulator_evaluator_truth,a3c1db6de2188a98c9c285eed0ddf69671a8245065f497a8d6a538c864a1b697,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.005,phase_z_basis_outcome_toggle_rate,0.0,,,simulator_evaluator_truth,a3c1db6de2188a98c9c285eed0ddf69671a8245065f497a8d6a538c864a1b697,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.005,readout_misclassification_rate,0.0,,,simulator_evaluator_truth,a3c1db6de2188a98c9c285eed0ddf69671a8245065f497a8d6a538c864a1b697,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.005,nonzero_virtual_rotation_rate,0.0,,,simulator_evaluator_truth,a3c1db6de2188a98c9c285eed0ddf69671a8245065f497a8d6a538c864a1b697,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.005,mean_abs_virtual_rotation_rad,0.0,,,simulator_evaluator_truth,a3c1db6de2188a98c9c285eed0ddf69671a8245065f497a8d6a538c864a1b697,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.005,faulted_label_change_rate,0.004150390625,,,simulator_evaluator_truth,a3c1db6de2188a98c9c285eed0ddf69671a8245065f497a8d6a538c864a1b697,T5.2.2
channel_intervention,ancilla_bit_flip,202607162202,0.01,channel_spec_sha256,a319d689e3567b273ecd77e45131953b2ae1fe9b43fc9c12230414e7039dc5f4,,,exactly_one_registered_channel_changes,739b9842caf8a506b962f7910995e15b04dcb02503a9202df4968e222634106f,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.01,bit_event_rate,0.008544921875,,,simulator_evaluator_truth,739b9842caf8a506b962f7910995e15b04dcb02503a9202df4968e222634106f,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.01,bit_outcome_toggle_rate,0.008544921875,,,simulator_evaluator_truth,739b9842caf8a506b962f7910995e15b04dcb02503a9202df4968e222634106f,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.01,logical_backaction_rate,0.003662109375,,,simulator_evaluator_truth,739b9842caf8a506b962f7910995e15b04dcb02503a9202df4968e222634106f,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.01,phase_event_rate,0.0,,,simulator_evaluator_truth,739b9842caf8a506b962f7910995e15b04dcb02503a9202df4968e222634106f,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.01,phase_nonzero_backaction_rate,0.0,,,simulator_evaluator_truth,739b9842caf8a506b962f7910995e15b04dcb02503a9202df4968e222634106f,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.01,mean_abs_continuous_backaction_x,0.0,,,simulator_evaluator_truth,739b9842caf8a506b962f7910995e15b04dcb02503a9202df4968e222634106f,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.01,phase_z_basis_outcome_toggle_rate,0.0,,,simulator_evaluator_truth,739b9842caf8a506b962f7910995e15b04dcb02503a9202df4968e222634106f,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.01,readout_misclassification_rate,0.0,,,simulator_evaluator_truth,739b9842caf8a506b962f7910995e15b04dcb02503a9202df4968e222634106f,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.01,nonzero_virtual_rotation_rate,0.0,,,simulator_evaluator_truth,739b9842caf8a506b962f7910995e15b04dcb02503a9202df4968e222634106f,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.01,mean_abs_virtual_rotation_rad,0.0,,,simulator_evaluator_truth,739b9842caf8a506b962f7910995e15b04dcb02503a9202df4968e222634106f,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.01,faulted_label_change_rate,0.008544921875,,,simulator_evaluator_truth,739b9842caf8a506b962f7910995e15b04dcb02503a9202df4968e222634106f,T5.2.2
channel_intervention,ancilla_bit_flip,202607162202,0.02,channel_spec_sha256,be82407b80ac979fa131e8fbfe97d933cc08bbccd79c167e3501580934597e28,,,exactly_one_registered_channel_changes,28899ff61e318d519e723516b079b751579c7f3a7ad1e4bc1e0ae77f70f67378,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.02,bit_event_rate,0.01708984375,,,simulator_evaluator_truth,28899ff61e318d519e723516b079b751579c7f3a7ad1e4bc1e0ae77f70f67378,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.02,bit_outcome_toggle_rate,0.01708984375,,,simulator_evaluator_truth,28899ff61e318d519e723516b079b751579c7f3a7ad1e4bc1e0ae77f70f67378,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.02,logical_backaction_rate,0.00830078125,,,simulator_evaluator_truth,28899ff61e318d519e723516b079b751579c7f3a7ad1e4bc1e0ae77f70f67378,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.02,phase_event_rate,0.0,,,simulator_evaluator_truth,28899ff61e318d519e723516b079b751579c7f3a7ad1e4bc1e0ae77f70f67378,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.02,phase_nonzero_backaction_rate,0.0,,,simulator_evaluator_truth,28899ff61e318d519e723516b079b751579c7f3a7ad1e4bc1e0ae77f70f67378,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.02,mean_abs_continuous_backaction_x,0.0,,,simulator_evaluator_truth,28899ff61e318d519e723516b079b751579c7f3a7ad1e4bc1e0ae77f70f67378,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.02,phase_z_basis_outcome_toggle_rate,0.0,,,simulator_evaluator_truth,28899ff61e318d519e723516b079b751579c7f3a7ad1e4bc1e0ae77f70f67378,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.02,readout_misclassification_rate,0.0,,,simulator_evaluator_truth,28899ff61e318d519e723516b079b751579c7f3a7ad1e4bc1e0ae77f70f67378,T5.2.2
seed_metric,ancilla_bit_flip,202607162202,0.02,nonzero_virtual_rotation_rate,0.0,,,simulator_evaluator_truth,28899ff61e318d519e723516b079b751579c7f3a7ad1e4bc1e0ae77f70f67378,T5.2.2
