section,key,metric,value,detail
capability,gkp_fast_path_synth_top,inactive_bank_write_isolation,False,cnn_fpga/rtl/gkp_fast_path_synth_top.sv
capability,gkp_fast_path_synth_top,cancel_drain_snapshot,False,cnn_fpga/rtl/gkp_fast_path_synth_top.sv
capability,gkp_fast_path_synth_top,regime_policy_overlay,False,cnn_fpga/rtl/gkp_fast_path_synth_top.sv
capability,gkp_fast_path_synth_top,lkg_bank_selection,False,cnn_fpga/rtl/gkp_fast_path_synth_top.sv
capability,gkp_fast_path_synth_top,no_raw_trust_or_cfg_bypass,False,cnn_fpga/rtl/gkp_fast_path_synth_top.sv
capability,gkp_fast_path_synth_top,actual_target_synthesis_surface,True,cnn_fpga/rtl/gkp_fast_path_synth_top.sv
parent,T6.2.1,verdict_matches,True,b8f7d0a1e694e32749c6c585b19a2e1ef962c080152fdb236221e33cf2b89602
parent,T6.2.1,direct_sources_live,,legacy report records source paths and generated model hash but not input source hashes
parent,T6.2.2,verdict_matches,True,207b4e82b65a286e5ee23f16f387730a783ea34101d8cf7b9f80ae6e39d2b2cd
parent,T6.2.2,direct_sources_live,,legacy report binds generated CXXRTL model/trace but not the input source files
parent,T6.7.3,verdict_matches,True,76a00242af2a61900c1151eb77c64aec070b59fb7525fdb1bded73d6eb6c508c
parent,T6.7.3,direct_sources_live,True,hash-bound
parent,T6.9.1,verdict_matches,True,fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887
parent,T6.9.1,direct_sources_live,True,hash-bound
parent,T6.19.1,verdict_matches,True,cbab97d1057bf67249b2e8f97efc04433f4d3240b0407ae4a352e5845c21c07b
parent,T6.19.1,direct_sources_live,True,hash-bound
parent,T6.20.2,verdict_matches,True,33433227b6c6ec32c25d530f33502f17fbdf307dbb04a5960fe5117e5984dad6
parent,T6.20.2,direct_sources_live,True,hash-bound
reuse,T6.2.1,decision,REFERENCE_ONLY_NOT_REUSABLE_FOR_CONVERGED_TOP,"production management was exercised for 1,681 cycles without a policy overlay and the legacy report lacks direct source hashes"
reuse,T6.2.2,decision,CORE_LONG_RUN_REGRESSION_ONLY,the million-cycle wrapper drives raw cfg/trust/commit pins and does not instantiate gkp_fast_path_production_top
reuse,T6.7.3,decision,POLICY_CORE_LONG_RUN_REGRESSION_ONLY,the live policy+core top bypasses production CRC staging and trust ownership
reuse,T6.9.1,decision,OLD_HARNESS_PR_REFERENCE_ONLY,"three-seed P&R is live for route_a_hardware_pareto_synth_top, which wraps the raw-pin qualification top"
reuse,T6.19.1,decision,STATIC_CORE_PROFILE_REFERENCE_ONLY,"the only eligible hardware row profiles gkp_fast_path_synth_top, not production management plus policy"
bridge,BRIDGE-CANDIDATE-IMAGE,payload,single-mode X/Z MAP image: 514 ordered 22-bit words plus schema/CRC32/version,contract reuse only; a multimode decoder needs a separately proven schema adapter
bridge,BRIDGE-ATOMIC-ACTIVE-VIEW,payload,latched active bank and version with old-or-new transaction semantics,single-mode RTL only
bridge,BRIDGE-REGIME-COMMAND,payload,"quantized four-state regime posterior, event flags, boundary and LKG selector",single-mode policy command; not multimode posterior integration
bridge,BRIDGE-EVENT-ACTION,payload,action/reason/version/state words,single-mode event/action contract only
gate,all_parent_verdicts_and_reported_gates_live,passed,True,PASS_BOUNDARY_FROZEN_CONVERGED_PRODUCTION_TOP_REQUIRED
gate,t6_7_3_direct_sources_live,passed,True,PASS_BOUNDARY_FROZEN_CONVERGED_PRODUCTION_TOP_REQUIRED
gate,t6_9_1_direct_sources_live,passed,True,PASS_BOUNDARY_FROZEN_CONVERGED_PRODUCTION_TOP_REQUIRED
gate,t6_19_1_and_t6_20_2_direct_sources_live,passed,True,PASS_BOUNDARY_FROZEN_CONVERGED_PRODUCTION_TOP_REQUIRED
gate,legacy_unbound_sources_not_fabricated,passed,True,PASS_BOUNDARY_FROZEN_CONVERGED_PRODUCTION_TOP_REQUIRED
gate,t6_2_2_raw_trace_live,passed,True,PASS_BOUNDARY_FROZEN_CONVERGED_PRODUCTION_TOP_REQUIRED
gate,module_graph_and_tokens_match,passed,True,PASS_BOUNDARY_FROZEN_CONVERGED_PRODUCTION_TOP_REQUIRED
gate,production_policy_top_separation_detected,passed,True,PASS_BOUNDARY_FROZEN_CONVERGED_PRODUCTION_TOP_REQUIRED
gate,multimode_implementation_absent,passed,True,PASS_BOUNDARY_FROZEN_CONVERGED_PRODUCTION_TOP_REQUIRED
gate,converged_top_gap_detected,passed,True,PASS_BOUNDARY_FROZEN_CONVERGED_PRODUCTION_TOP_REQUIRED
gate,old_top_evidence_not_promoted,passed,True,PASS_BOUNDARY_FROZEN_CONVERGED_PRODUCTION_TOP_REQUIRED
gate,four_contract_bridges_only,passed,True,PASS_BOUNDARY_FROZEN_CONVERGED_PRODUCTION_TOP_REQUIRED
gate,board_and_fastest_claims_closed,passed,True,PASS_BOUNDARY_FROZEN_CONVERGED_PRODUCTION_TOP_REQUIRED
gate,all_live_bindings_match,passed,True,PASS_BOUNDARY_FROZEN_CONVERGED_PRODUCTION_TOP_REQUIRED
gate,semantic_mutations_caught,passed,True,PASS_BOUNDARY_FROZEN_CONVERGED_PRODUCTION_TOP_REQUIRED
mutation,promote_existing_top,caught,True,fail-closed
mutation,forge_capability_gap,caught,True,fail-closed
mutation,erase_gap,caught,True,fail-closed
mutation,reroute_gap,caught,True,fail-closed
mutation,inject_multimode,caught,True,fail-closed
mutation,unknown_child,caught,True,fail-closed
mutation,hide_multimode_source,caught,True,fail-closed
mutation,drop_module,caught,True,fail-closed
mutation,duplicate_declaration,caught,True,fail-closed
mutation,remove_child,caught,True,fail-closed
mutation,token_failure,caught,True,fail-closed
mutation,merge_tops_without_rerun,caught,True,fail-closed
mutation,stale_parent,caught,True,fail-closed
mutation,fabricate_legacy_binding,caught,True,fail-closed
mutation,erase_trace,caught,True,fail-closed
mutation,promote_old_long_run,caught,True,fail-closed
mutation,promote_old_pr,caught,True,fail-closed
mutation,fabricate_board,caught,True,fail-closed
mutation,claim_fastest,caught,True,fail-closed
mutation,claim_multimode_deployed,caught,True,fail-closed
binding,configs/phase6d/t6_25_1_single_mode_rtl_boundary.json,sha256,7d7ec3bf93729d4fa4692e2b0be84638f92aad4b1daf9721e1f6d9e82a1cecad,5526
binding,cnn_fpga/benchmark/single_mode_rtl_boundary_audit.py,sha256,6483cee26b8cbfbb97e615b43f1e965e85e81f35bc4b88ed5c0722d281670d6f,29158
binding,cnn_fpga/rtl/gkp_fast_path_production_top.sv,sha256,a81989f6e642210e3e582872a44f1fdf1d886b233d036120fdc9d8ebda7a7e8a,23726
binding,cnn_fpga/rtl/gkp_fast_path_qualification_top.sv,sha256,e0ee343fe0b787bd06df2a6229fc85e2b327a921d4de89d84e78f01813646818,2139
binding,cnn_fpga/rtl/route_a_integrated_qualification_top.sv,sha256,e977102d86f013d1fc25f940c8844789db7a2d1fbe162b8c75968df5f8325d70,5144
binding,cnn_fpga/rtl/route_a_hardware_pareto_synth_top.sv,sha256,cd46e8188fa52c52e4606f39019b4bbc198051e395dde13efb73760dff7d2847,8525
binding,cnn_fpga/rtl/gkp_fast_path_synth_top.sv,sha256,c0fb58acc208406aba6fcb98dd6cc1dfaa02040e5e074b05cdfba8f92e545260,5340
binding,cnn_fpga/rtl/gkp_fast_path_core.sv,sha256,7caad1ad0fd243f5e62c9ce079fd6def9c6d964bb8fe44e870e96b14a6239784,25822
binding,cnn_fpga/rtl/route_a_policy_overlay.sv,sha256,741df9dcf1d9afcab2730b10ee17def016e3a1c7655c5c28249cb60933c2a369,14392
binding,docs/t6_2_1_production_rtl_audit.json,sha256,b8f7d0a1e694e32749c6c585b19a2e1ef962c080152fdb236221e33cf2b89602,3813
binding,docs/t6_2_2_long_rtl_qualification.json,sha256,207b4e82b65a286e5ee23f16f387730a783ea34101d8cf7b9f80ae6e39d2b2cd,28673
binding,docs/t6_7_3_route_a_integrated_rtl_qualification.json,sha256,76a00242af2a61900c1151eb77c64aec070b59fb7525fdb1bded73d6eb6c508c,47777
binding,docs/t6_9_1_route_a_hardware_pareto.json,sha256,fa0182f238976531dfb01c5fbd18fe3ee31c418ab006b1fcbf68d76c549b0887,62338
binding,docs/t6_19_1_project_preboard_profiles.json,sha256,cbab97d1057bf67249b2e8f97efc04433f4d3240b0407ae4a352e5845c21c07b,24285
binding,docs/t6_20_2_dual_evidence_lane_contract.json,sha256,33433227b6c6ec32c25d530f33502f17fbdf307dbb04a5960fe5117e5984dad6,23824
